Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
32,No,Rarely Travels,Sales,7,Bachelors,Life Sciences,Very High,Male,Medium,Mid Level,Sales Executive,High,Married,5484,1,No,14,High,Level 1,13,3,Fair,13,8,4,8,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
38,No,Rarely Travels,Research & Development,25,Associate,Life Sciences,Low,Female,Medium,Senior Level,Research Director,Medium,Married,12061,3,No,17,High,Level 1,19,2,Good,10,8,0,1,36–45,High (10k-15k),21-30,2–3,Medium (16–20%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
58,No,Never Travels,Research & Development,1,Masters,Life Sciences,Very High,Male,Low,Mid Level,Healthcare Representative,High,Divorced,5660,2,Yes,13,Very High,Level 1,12,2,Good,5,3,1,2,56-60,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
31,No,Rarely Travels,Research & Development,5,Masters,Technical Degree,High,Male,High,Entry Level,Research Scientist,Very High,Married,4821,0,Yes,12,High,Level 1,6,4,Good,5,2,0,3,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
31,No,Rarely Travels,Human Resources,2,Bachelors,Human Resources,Low,Male,Medium,Mid Level,Human Resources,Low,Married,6410,3,No,12,Very High,No Stock,9,1,Good,2,2,1,0,26–35,Medium (5k-10k),0-5,2–3,Low (11–15%),6–10,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
45,No,Frequently Travels,Research & Development,7,Bachelors,Life Sciences,Low,Male,High,Senior Level,Laboratory Technician,Low,Divorced,5210,1,No,18,Low,Level 1,24,2,Good,24,9,9,11,36–45,Medium (5k-10k),6-10,0–1,Medium (16–20%),21–30,Medium (2–3),21+ yrs,6–10 yrs,6–10 yrs,11–15 yrs
31,No,Rarely Travels,Research & Development,2,Masters,Life Sciences,High,Male,High,Entry Level,Research Scientist,Very High,Divorced,2695,0,Yes,18,Medium,Level 1,3,2,Bad,2,2,2,2,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
33,No,Frequently Travels,Research & Development,5,Masters,Life Sciences,Very High,Female,High,Senior Level,Manager,Medium,Married,11878,6,No,11,Medium,Level 2,12,2,Good,10,6,8,8,26–35,High (10k-15k),0-5,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
39,No,Rarely Travels,Research & Development,10,High School,Medical,High,Male,High,Manager,Manager,Low,Married,17068,1,Yes,14,Very High,No Stock,21,3,Good,21,9,11,10,36–45,Very High (15k-20K),6-10,0–1,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,6–10 yrs
43,No,Frequently Travels,Research & Development,10,Masters,Life Sciences,High,Female,High,Entry Level,Laboratory Technician,Very High,Single,2455,0,No,19,Low,No Stock,9,5,Good,8,7,1,7,36–45,Low (1k-5k),6-10,0–1,Medium (16–20%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
49,No,Rarely Travels,Research & Development,1,Associate,Technical Degree,High,Female,Medium,Manager,Healthcare Representative,High,Single,13964,7,Yes,12,Very High,No Stock,25,2,Good,7,1,0,7,46–55,High (10k-15k),0-5,6+,Low (11–15%),21–30,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
52,Yes,Rarely Travels,Research & Development,8,Masters,Medical,High,Male,Medium,Mid Level,Research Scientist,Medium,Married,4941,2,No,15,Low,No Stock,11,3,Fair,8,2,7,7,46–55,Low (1k-5k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,<3 yrs,6–10 yrs,6–10 yrs
27,No,Rarely Travels,Research & Development,5,Bachelors,Life Sciences,High,Female,High,Entry Level,Research Scientist,Medium,Single,2478,1,Yes,12,Medium,No Stock,4,2,Fair,4,3,1,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
32,No,Rarely Travels,Sales,8,Associate,Technical Degree,High,Female,Medium,Mid Level,Sales Executive,Medium,Married,5228,1,Yes,11,Very High,No Stock,13,2,Good,13,12,11,9,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,11–15 yrs,6–10 yrs
27,No,Rarely Travels,Sales,2,Bachelors,Life Sciences,Very High,Male,High,Mid Level,Sales Executive,High,Single,4478,1,Yes,11,Low,No Stock,5,3,Good,5,4,0,4,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
31,No,Rarely Travels,Sales,7,Bachelors,Marketing,Very High,Male,High,Mid Level,Sales Executive,Very High,Divorced,7547,4,No,12,Very High,Level 3,13,3,Good,7,7,1,7,26–35,Medium (5k-10k),6-10,4–5,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
32,No,Rarely Travels,Research & Development,2,Masters,Medical,Low,Female,Very High,Mid Level,Research Scientist,Very High,Single,5055,7,No,16,High,No Stock,10,0,Fair,7,7,0,7,26–35,Medium (5k-10k),0-5,6+,Medium (16–20%),6–10,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
28,Yes,Rarely Travels,Research & Development,2,Masters,Medical,Low,Male,Low,Entry Level,Research Scientist,Very High,Married,3464,5,Yes,13,Very High,No Stock,5,4,Fair,3,2,2,2,26–35,Low (1k-5k),0-5,4–5,Low (11–15%),0–5,High (4–6),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
30,No,Rarely Travels,Research & Development,28,Associate,Medical,Very High,Female,High,Mid Level,Research Scientist,Very High,Married,5775,1,No,13,Very High,Level 2,11,2,Good,10,8,1,9,26–35,Medium (5k-10k),21-30,0–1,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
31,No,Frequently Travels,Research & Development,7,Associate,Life Sciences,High,Female,Medium,Senior Level,Manufacturing Director,High,Married,8943,1,No,24,Low,Level 1,10,2,Good,10,9,8,9,26–35,Medium (5k-10k),6-10,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
39,No,Frequently Travels,Research & Development,7,Associate,Medical,High,Male,Medium,Executive,Manager,Very High,Married,19272,1,No,15,Low,Level 1,21,2,Good,21,9,13,3,36–45,Very High (15k-20K),6-10,0–1,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,3–5 yrs
39,Yes,Rarely Travels,Sales,3,Associate,Medical,Very High,Female,High,Mid Level,Sales Executive,High,Married,5238,4,Yes,18,Low,No Stock,12,3,Fair,1,0,0,0,36–45,Medium (5k-10k),0-5,4–5,Medium (16–20%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
33,No,Frequently Travels,Sales,10,Bachelors,Marketing,Medium,Male,Medium,Mid Level,Sales Executive,Very High,Single,4682,3,No,14,High,No Stock,9,6,Fair,7,7,0,1,26–35,Low (1k-5k),6-10,2–3,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
47,No,Rarely Travels,Research & Development,5,Doctorate,Life Sciences,Very High,Male,High,Executive,Research Director,High,Married,18300,4,No,11,Medium,Level 1,21,2,Good,3,2,1,1,46–55,Very High (15k-20K),0-5,4–5,Low (11–15%),21–30,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Frequently Travels,Research & Development,10,Masters,Life Sciences,High,Female,Medium,Mid Level,Laboratory Technician,High,Divorced,5257,1,No,11,Medium,Level 1,9,3,Best,9,7,0,0,36–45,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
27,No,Never Travels,Sales,1,High School,Marketing,High,Male,High,Mid Level,Sales Executive,Medium,Married,6349,0,Yes,13,Very High,Level 1,6,0,Good,5,4,1,4,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Low (0–1),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
54,No,Frequently Travels,Research & Development,20,Masters,Life Sciences,Very High,Female,High,Mid Level,Research Scientist,High,Single,4869,3,No,12,Very High,No Stock,20,4,Fair,4,3,0,3,46–55,Low (1k-5k),11-20,2–3,Low (11–15%),11–20,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
43,No,Rarely Travels,Research & Development,7,Bachelors,Life Sciences,High,Female,High,Senior Level,Healthcare Representative,Low,Married,9985,8,No,16,Low,Level 1,10,1,Fair,1,0,0,0,36–45,Medium (5k-10k),6-10,6+,Medium (16–20%),6–10,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
45,No,Rarely Travels,Research & Development,8,Masters,Other,Very High,Male,High,Mid Level,Research Scientist,Very High,Married,3697,9,No,14,Low,Level 2,12,3,Good,10,9,9,8,36–45,Low (1k-5k),6-10,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
40,No,Rarely Travels,Sales,1,Associate,Medical,Medium,Male,Low,Mid Level,Sales Executive,Very High,Married,7457,2,Yes,22,High,Level 3,6,2,Fair,4,3,0,2,36–45,Medium (5k-10k),0-5,2–3,High (21–25%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
29,Yes,Rarely Travels,Research & Development,8,Masters,Other,Medium,Male,Low,Entry Level,Laboratory Technician,Low,Married,2119,1,Yes,11,Very High,No Stock,7,4,Fair,7,7,0,7,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
29,No,Rarely Travels,Research & Development,9,Doctorate,Other,Medium,Male,Medium,Entry Level,Laboratory Technician,Very High,Single,3983,0,No,17,High,No Stock,4,2,Good,3,2,2,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
30,No,Rarely Travels,Sales,5,Bachelors,Marketing,Very High,Female,Medium,Mid Level,Sales Executive,High,Divorced,6118,1,No,13,High,Level 3,10,2,Good,10,9,1,2,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
27,No,Rarely Travels,Sales,8,Masters,Marketing,Medium,Female,High,Mid Level,Sales Executive,Medium,Married,6214,1,No,18,Low,Level 1,8,3,Good,8,7,0,7,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
37,No,Rarely Travels,Research & Development,5,Associate,Medical,Very High,Male,High,Mid Level,Manufacturing Director,Very High,Divorced,6347,7,No,16,High,Level 2,8,2,Fair,6,2,0,4,36–45,Medium (5k-10k),0-5,6+,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),3–5 yrs
38,No,Rarely Travels,Research & Development,15,Associate,Life Sciences,High,Male,Medium,Senior Level,Research Director,Very High,Divorced,11510,0,Yes,14,Medium,Level 1,12,3,Good,11,10,2,9,36–45,High (10k-15k),11-20,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
31,No,Rarely Travels,Research & Development,7,Masters,Medical,High,Female,High,Senior Level,Manufacturing Director,Very High,Single,7143,1,Yes,14,High,No Stock,11,2,Fair,11,9,4,10,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
29,No,Rarely Travels,Sales,10,High School,Marketing,Very High,Female,Medium,Mid Level,Sales Executive,Medium,Divorced,8268,1,Yes,14,Low,Level 2,7,2,Good,7,7,1,7,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
35,No,Rarely Travels,Research & Development,5,Masters,Technical Degree,High,Male,High,Senior Level,Manufacturing Director,Medium,Single,8095,0,No,13,Very High,No Stock,17,5,Good,16,6,0,13,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,Recent (<1yr),11–15 yrs
23,No,Rarely Travels,Research & Development,26,High School,Life Sciences,High,Male,High,Entry Level,Research Scientist,Very High,Divorced,2904,1,No,12,High,Level 2,4,2,Fair,4,2,0,2,18–25,Low (1k-5k),21-30,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,No,Rarely Travels,Research & Development,6,Bachelors,Medical,Very High,Male,Medium,Mid Level,Manufacturing Director,Medium,Single,6032,6,Yes,15,Very High,No Stock,8,3,Good,5,4,1,2,36–45,Medium (5k-10k),6-10,6+,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
47,No,Frequently Travels,Sales,4,High School,Medical,Medium,Male,High,Mid Level,Sales Representative,High,Single,2976,3,No,19,Low,No Stock,5,3,Good,0,0,0,0,46–55,Low (1k-5k),0-5,2–3,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
42,No,Rarely Travels,Research & Development,23,Doctorate,Life Sciences,Low,Female,High,Manager,Research Director,Very High,Single,15992,2,No,14,Medium,No Stock,16,2,Good,1,0,0,0,36–45,Very High (15k-20K),21-30,2–3,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
29,No,Never Travels,Sales,2,Bachelors,Life Sciences,Very High,Male,High,Mid Level,Sales Executive,High,Married,4649,1,No,14,Low,Level 1,4,3,Fair,4,3,0,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
42,No,Rarely Travels,Human Resources,2,High School,Technical Degree,High,Male,High,Entry Level,Human Resources,High,Divorced,2696,0,Yes,11,High,Level 1,4,5,Good,3,2,1,0,36–45,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,No,Rarely Travels,Research & Development,2,Bachelors,Medical,High,Female,High,Entry Level,Laboratory Technician,Medium,Married,2370,1,No,13,High,Level 1,8,4,Good,8,0,0,7,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
48,No,Rarely Travels,Sales,29,High School,Medical,Low,Female,High,Senior Level,Manager,High,Married,12504,3,No,21,Medium,Level 1,15,3,Bad,0,0,0,0,46–55,High (10k-15k),21-30,2–3,High (21–25%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
37,No,Rarely Travels,Research & Development,6,Bachelors,Medical,High,Male,Very High,Mid Level,Research Scientist,Low,Divorced,5974,4,Yes,13,Low,Level 2,13,2,Good,7,7,6,7,36–45,Medium (5k-10k),6-10,4–5,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
30,No,Never Travels,Sales,25,Associate,Technical Degree,Very High,Female,High,Mid Level,Sales Executive,High,Married,4736,7,Yes,12,Medium,Level 1,4,2,Best,2,2,2,2,26–35,Low (1k-5k),21-30,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
26,No,Rarely Travels,Sales,1,Bachelors,Life Sciences,High,Male,High,Mid Level,Sales Executive,High,Married,5296,1,No,17,Medium,Level 1,8,3,Good,8,7,7,7,26–35,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
42,No,Rarely Travels,Research & Development,2,Masters,Other,Low,Male,Medium,Mid Level,Healthcare Representative,Very High,Single,6781,3,No,23,Medium,No Stock,14,6,Good,1,0,0,0,36–45,Medium (5k-10k),0-5,2–3,High (21–25%),11–20,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
21,Yes,Frequently Travels,Sales,1,High School,Technical Degree,Low,Female,Medium,Entry Level,Sales Representative,Medium,Single,2174,1,Yes,11,High,No Stock,3,3,Good,3,2,1,2,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Never Travels,Sales,1,Doctorate,Medical,Very High,Female,High,Mid Level,Sales Executive,Very High,Single,6653,4,No,15,Medium,No Stock,7,6,Good,1,0,0,0,36–45,Medium (5k-10k),0-5,4–5,Low (11–15%),6–10,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Frequently Travels,Sales,3,Masters,Medical,Low,Male,Medium,Senior Level,Sales Executive,Very High,Married,9699,4,No,11,Low,Level 1,16,2,Good,13,9,1,12,36–45,Medium (5k-10k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,Recent (<1yr),11–15 yrs
57,No,Rarely Travels,Research & Development,1,Masters,Medical,Very High,Male,High,Mid Level,Healthcare Representative,High,Married,6755,2,No,11,High,No Stock,15,2,Good,3,2,1,2,56-60,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
40,No,Rarely Travels,Research & Development,10,Masters,Life Sciences,Very High,Female,Very High,Entry Level,Laboratory Technician,High,Married,2213,3,Yes,13,High,Level 1,10,3,Good,7,7,1,7,36–45,Low (1k-5k),6-10,2–3,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
21,No,Never Travels,Sales,9,Associate,Medical,Low,Male,High,Entry Level,Sales Representative,Very High,Single,2610,1,No,24,High,No Stock,3,3,Fair,3,2,2,2,18–25,Low (1k-5k),6-10,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
33,Yes,Rarely Travels,Sales,5,Bachelors,Marketing,Very High,Female,High,Entry Level,Sales Representative,High,Single,2851,1,Yes,13,Medium,No Stock,1,2,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
37,No,Rarely Travels,Research & Development,10,Bachelors,Medical,High,Female,High,Entry Level,Laboratory Technician,Low,Married,3452,6,No,20,Medium,Level 1,17,3,Good,5,4,0,3,36–45,Low (1k-5k),6-10,6+,Medium (16–20%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
46,No,Never Travels,Research & Development,7,Masters,Medical,High,Female,High,Mid Level,Manufacturing Director,High,Married,5258,2,No,14,High,No Stock,7,2,Best,1,0,0,0,46–55,Medium (5k-10k),6-10,2–3,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,Yes,Frequently Travels,Sales,4,Bachelors,Marketing,Low,Male,High,Mid Level,Sales Executive,Medium,Single,9355,1,No,18,High,No Stock,8,5,Good,8,7,7,7,36–45,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
50,No,Rarely Travels,Research & Development,10,Bachelors,Technical Degree,Very High,Male,Medium,Senior Level,Healthcare Representative,Very High,Single,10496,6,No,15,Very High,No Stock,20,2,Good,4,3,1,3,46–55,High (10k-15k),6-10,6+,Low (11–15%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
40,Yes,Rarely Travels,Sales,22,Associate,Marketing,High,Male,Medium,Mid Level,Sales Executive,High,Married,6380,2,Yes,12,Low,Level 2,8,6,Good,6,4,1,0,36–45,Medium (5k-10k),21-30,2–3,Low (11–15%),6–10,High (4–6),6–10 yrs,3–5 yrs,Recent (<1yr),<3 yrs
31,No,Rarely Travels,Research & Development,9,Masters,Life Sciences,High,Male,Medium,Entry Level,Research Scientist,Medium,Single,2657,0,Yes,16,Very High,No Stock,3,5,Good,2,2,2,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,High (4–6),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
21,Yes,Rarely Travels,Sales,12,Bachelors,Life Sciences,High,Female,Very High,Entry Level,Sales Representative,Medium,Single,2716,1,No,15,Very High,No Stock,1,0,Good,1,0,0,0,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
29,No,Rarely Travels,Research & Development,23,Bachelors,Life Sciences,Very High,Male,High,Entry Level,Research Scientist,Very High,Single,2201,9,No,16,Very High,No Stock,6,4,Good,3,2,1,2,26–35,Low (1k-5k),21-30,6+,Medium (16–20%),6–10,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,No,Rarely Travels,Research & Development,9,Masters,Life Sciences,High,Male,Medium,Mid Level,Healthcare Representative,Medium,Single,6540,9,No,19,High,No Stock,10,5,Good,1,1,0,0,26–35,Medium (5k-10k),6-10,6+,Medium (16–20%),6–10,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
27,No,Rarely Travels,Research & Development,1,Associate,Medical,Very High,Male,High,Entry Level,Laboratory Technician,Medium,Divorced,3816,1,No,11,Medium,Level 1,5,2,Good,5,2,0,4,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
28,No,Rarely Travels,Sales,9,Masters,Life Sciences,Medium,Male,High,Mid Level,Sales Executive,Very High,Single,5253,1,No,16,Very High,No Stock,7,1,Good,7,5,0,7,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),6–10,Low (0–1),6–10 yrs,3–5 yrs,Recent (<1yr),6–10 yrs
49,No,Rarely Travels,Research & Development,7,Bachelors,Other,Medium,Male,Medium,Senior Level,Healthcare Representative,High,Single,10965,8,No,24,High,No Stock,26,2,Good,5,2,0,0,46–55,High (10k-15k),6-10,6+,High (21–25%),21–30,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
51,No,Rarely Travels,Sales,14,Associate,Life Sciences,High,Female,High,Mid Level,Sales Executive,Very High,Married,4936,4,No,11,High,Level 1,18,2,Fair,7,7,0,7,46–55,Low (1k-5k),11-20,4–5,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
36,No,Rarely Travels,Research & Development,2,Bachelors,Life Sciences,Very High,Female,High,Entry Level,Research Scientist,High,Married,2543,4,No,13,Medium,Level 1,6,3,Good,2,2,2,2,36–45,Low (1k-5k),0-5,4–5,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
34,Yes,Never Travels,Sales,19,Bachelors,Marketing,Low,Male,Very High,Mid Level,Sales Executive,Very High,Single,5304,8,Yes,13,Medium,No Stock,9,3,Fair,5,2,0,4,26–35,Medium (5k-10k),11-20,6+,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
55,No,Rarely Travels,Research & Development,2,Bachelors,Life Sciences,High,Female,High,Manager,Manager,Very High,Single,16659,2,Yes,13,High,No Stock,30,2,Good,5,4,1,2,46–55,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
24,No,Rarely Travels,Sales,10,Masters,Marketing,Very High,Female,High,Mid Level,Sales Executive,High,Divorced,4260,1,Yes,12,Very High,Level 1,5,2,Best,5,2,0,3,18–25,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
30,No,Rarely Travels,Sales,2,High School,Technical Degree,High,Male,High,Entry Level,Sales Representative,Medium,Married,2476,1,No,18,Low,Level 1,1,3,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
